"","Sample Accession or Sample ID","Study_Accession","Run_Accession","Phenotype"
"500","SAMEA2042402","PRJEB1220","ERR209756","Ulcerative colitis"
"501","SAMEA2042404","PRJEB1220","ERR209758","Ulcerative colitis"
"502","SAMEA2042406","PRJEB1220","ERR209761","Ulcerative colitis"
"503","SAMEA2042408","PRJEB1220","ERR209765","Ulcerative colitis"
"504","SAMEA2042425","PRJEB1220","ERR209246","Healthy"
"505","SAMEA2042427","PRJEB1220","ERR209254","Obesity"
"506","SAMEA2042428","PRJEB1220","ERR209262","Obesity"
"507","SAMEA2042429","PRJEB1220","ERR209268","Obesity"
"508","SAMEA2042430","PRJEB1220","ERR209274","Obesity"
"510","SAMEA2042433","PRJEB1220","ERR209286","Obesity"
"511","SAMEA2042435","PRJEB1220","ERR209296","Obesity"
"512","SAMEA2042436","PRJEB1220","ERR209305","Obesity"
"513","SAMEA2042437","PRJEB1220","ERR209310","Obesity"
"514","SAMEA2042438","PRJEB1220","ERR209315","Obesity"
"515","SAMEA2042440","PRJEB1220","ERR209769","Ulcerative colitis"
"516","SAMEA2042443","PRJEB1220","ERR209777","Ulcerative colitis"
"517","SAMEA2042444","PRJEB1220","ERR209778","Healthy"
"518","SAMEA2042446","PRJEB1220","ERR209783","Ulcerative colitis"
"519","SAMEA2042450","PRJEB1220","ERR209800","Ulcerative colitis"
"520","SAMEA2042452","PRJEB1220","ERR209792","Ulcerative colitis"
"521","SAMEA2042488","PRJEB1220","ERR209320","Overweight"
"525","SAMEA2042492","PRJEB1220","ERR209345","Overweight"
"526","SAMEA2042493","PRJEB1220","ERR209350","Obesity"
"527","SAMEA2042495","PRJEB1220","ERR209359","Healthy"
"528","SAMEA2042496","PRJEB1220","ERR209363","Obesity"
"529","SAMEA2042497","PRJEB1220","ERR209368","Healthy"
"530","SAMEA2042498","PRJEB1220","ERR209371","Obesity"
"531","SAMEA2042499","PRJEB1220","ERR209377","Obesity"
"534","SAMEA2042502","PRJEB1220","ERR209388","Obesity"
"535","SAMEA2042504","PRJEB1220","ERR209796","Ulcerative colitis"
"536","SAMEA2042505","PRJEB1220","ERR209797","Obesity"
"537","SAMEA2042507","PRJEB1220","ERR209804","Ulcerative colitis"
"538","SAMEA2042509","PRJEB1220","ERR209807","Ulcerative colitis"
"539","SAMEA2042510","PRJEB1220","ERR209809","Overweight"
"540","SAMEA2042511","PRJEB1220","ERR209810","Healthy"
"541","SAMEA2042512","PRJEB1220","ERR209812","Healthy"
"542","SAMEA2042515","PRJEB1220","ERR209822","Ulcerative colitis"
"543","SAMEA2042516","PRJEB1220","ERR209814","Healthy"
"544","SAMEA2042519","PRJEB1220","ERR209820","Overweight"
"545","SAMEA2042520","PRJEB1220","ERR209824","Overweight"
"546","SAMEA2042553","PRJEB1220","ERR209394","Obesity"
"548","SAMEA2042555","PRJEB1220","ERR209403","Healthy"
"550","SAMEA2042557","PRJEB1220","ERR209411","Obesity"
"551","SAMEA2042558","PRJEB1220","ERR209415","Obesity"
"552","SAMEA2042559","PRJEB1220","ERR209419","Overweight"
"555","SAMEA2042562","PRJEB1220","ERR209431","Healthy"
"556","SAMEA2042563","PRJEB1220","ERR209435","Obesity"
"557","SAMEA2042564","PRJEB1220","ERR209439","Healthy"
"558","SAMEA2042566","PRJEB1220","ERR209443","Obesity"
"559","SAMEA2042567","PRJEB1220","ERR209447","Obesity"
"560","SAMEA2042568","PRJEB1220","ERR209451","Obesity"
"561","SAMEA2042569","PRJEB1220","ERR209452","Overweight"
"562","SAMEA2042570","PRJEB1220","ERR209826","Healthy"
"563","SAMEA2042572","PRJEB1220","ERR209829","Ulcerative colitis"
"564","SAMEA2042573","PRJEB1220","ERR209832","Healthy"
"565","SAMEA2042574","PRJEB1220","ERR209833","Healthy"
"566","SAMEA2042575","PRJEB1220","ERR209835","Ulcerative colitis"
"567","SAMEA2042576","PRJEB1220","ERR209837","Ulcerative colitis"
"568","SAMEA2042578","PRJEB1220","ERR209849","Ulcerative colitis"
"569","SAMEA2042579","PRJEB1220","ERR209839","Ulcerative colitis"
"570","SAMEA2042580","PRJEB1220","ERR209842","Healthy"
"571","SAMEA2042581","PRJEB1220","ERR209843","Healthy"
"573","SAMEA2042583","PRJEB1220","ERR209846","Healthy"
"574","SAMEA2042584","PRJEB1220","ERR209848","Ulcerative colitis"
"575","SAMEA2042585","PRJEB1220","ERR209852","Obesity"
"576","SAMEA2042602","PRJEB1220","ERR209453","Obesity"
"577","SAMEA2042603","PRJEB1220","ERR209454","Obesity"
"578","SAMEA2042604","PRJEB1220","ERR209455","Overweight"
"579","SAMEA2042605","PRJEB1220","ERR209456","Overweight"
"580","SAMEA2042606","PRJEB1220","ERR209457","Obesity"
"581","SAMEA2042607","PRJEB1220","ERR209458","Overweight"
"582","SAMEA2042608","PRJEB1220","ERR209460","Overweight"
"583","SAMEA2042611","PRJEB1220","ERR209465","Obesity"
"584","SAMEA2042613","PRJEB1220","ERR209471","Obesity"
"585","SAMEA2042614","PRJEB1220","ERR209472","Obesity"
"586","SAMEA2042616","PRJEB1220","ERR209474","Obesity"
"587","SAMEA2042617","PRJEB1220","ERR209475","Obesity"
"588","SAMEA2042618","PRJEB1220","ERR209853","Ulcerative colitis"
"589","SAMEA2042619","PRJEB1220","ERR209855","Healthy"
"590","SAMEA2042621","PRJEB1220","ERR209859","Ulcerative colitis"
"591","SAMEA2042623","PRJEB1220","ERR209875","Ulcerative colitis"
"592","SAMEA2042624","PRJEB1220","ERR209862","Ulcerative colitis"
"593","SAMEA2042626","PRJEB1220","ERR209865","Ulcerative colitis"
"594","SAMEA2042628","PRJEB1220","ERR209870","Ulcerative colitis"
"595","SAMEA2042629","PRJEB1220","ERR209878","Ulcerative colitis"
"596","SAMEA2042630","PRJEB1220","ERR209881","Ulcerative colitis"
"597","SAMEA2042633","PRJEB1220","ERR209887","Ulcerative colitis"
"598","SAMEA2042643","PRJEB1220","ERR209476","Obesity"
"599","SAMEA2042644","PRJEB1220","ERR209478","Obesity"
"600","SAMEA2042645","PRJEB1220","ERR209479","Obesity"
"601","SAMEA2042646","PRJEB1220","ERR209480","Obesity"
"602","SAMEA2042647","PRJEB1220","ERR209481","Obesity"
"603","SAMEA2042648","PRJEB1220","ERR209483","Overweight"
"604","SAMEA2042649","PRJEB1220","ERR209484","Obesity"
"605","SAMEA2042650","PRJEB1220","ERR209489","Obesity"
"606","SAMEA2042653","PRJEB1220","ERR209496","Obesity"
"607","SAMEA2042654","PRJEB1220","ERR209500","Overweight"
"608","SAMEA2042655","PRJEB1220","ERR209502","Obesity"
"609","SAMEA2042656","PRJEB1220","ERR209506","Obesity"
"610","SAMEA2042657","PRJEB1220","ERR209507","Overweight"
"611","SAMEA2042658","PRJEB1220","ERR209508","Obesity"
"612","SAMEA2042659","PRJEB1220","ERR209890","Ulcerative colitis"
"613","SAMEA2042660","PRJEB1220","ERR209894","Ulcerative colitis"
"614","SAMEA2042661","PRJEB1220","ERR209892","Healthy"
"616","SAMEA2042729","PRJEB1220","ERR209509","Healthy"
"617","SAMEA2042730","PRJEB1220","ERR209510","Obesity"
"618","SAMEA2042731","PRJEB1220","ERR209514","Healthy"
"619","SAMEA2042732","PRJEB1220","ERR209515","Healthy"
"620","SAMEA2042733","PRJEB1220","ERR209516","Obesity"
"621","SAMEA2042734","PRJEB1220","ERR209517","Healthy"
"622","SAMEA2042736","PRJEB1220","ERR209518","Obesity"
"623","SAMEA2042737","PRJEB1220","ERR209519","Healthy"
"624","SAMEA2042738","PRJEB1220","ERR209523","Obesity"
"625","SAMEA2042739","PRJEB1220","ERR209527","Obesity"
"626","SAMEA2042740","PRJEB1220","ERR209528","Obesity"
"627","SAMEA2042744","PRJEB1220","ERR209533","Ulcerative colitis"
"628","SAMEA2042828","PRJEB1220","ERR209537","Ulcerative colitis"
"629","SAMEA2042830","PRJEB1220","ERR209543","Ulcerative colitis"
"630","SAMEA2042832","PRJEB1220","ERR209540","Ulcerative colitis"
"631","SAMEA2042834","PRJEB1220","ERR209546","Ulcerative colitis"
"632","SAMEA2042836","PRJEB1220","ERR209549","Ulcerative colitis"
"633","SAMEA2042838","PRJEB1220","ERR209553","Ulcerative colitis"
"634","SAMEA2042841","PRJEB1220","ERR209569","Ulcerative colitis"
"635","SAMEA2042911","PRJEB1220","ERR209563","Ulcerative colitis"
"636","SAMEA2042913","PRJEB1220","ERR209566","Ulcerative colitis"
"637","SAMEA2042916","PRJEB1220","ERR209574","Ulcerative colitis"
"638","SAMEA2042918","PRJEB1220","ERR209578","Ulcerative colitis"
"639","SAMEA2042920","PRJEB1220","ERR209580","Ulcerative colitis"
"640","SAMEA2042923","PRJEB1220","ERR209584","Ulcerative colitis"
"641","SAMEA2042980","PRJEB1220","ERR209600","Ulcerative colitis"
"642","SAMEA2042982","PRJEB1220","ERR209590","Ulcerative colitis"
"643","SAMEA2042984","PRJEB1220","ERR209596","Ulcerative colitis"
"644","SAMEA2042986","PRJEB1220","ERR209601","Ulcerative colitis"
"645","SAMEA2042988","PRJEB1220","ERR209604","Ulcerative colitis"
"646","SAMEA2042990","PRJEB1220","ERR209606","Ulcerative colitis"
"647","SAMEA2042991","PRJEB1220","ERR209607","Ulcerative colitis"
"648","SAMEA2042993","PRJEB1220","ERR209609","Ulcerative colitis"
"649","SAMEA2042995","PRJEB1220","ERR209612","Ulcerative colitis"
"650","SAMEA2043041","PRJEB1220","ERR209619","Ulcerative colitis"
"651","SAMEA2043043","PRJEB1220","ERR209616","Ulcerative colitis"
"652","SAMEA2043045","PRJEB1220","ERR209618","Ulcerative colitis"
"653","SAMEA2043046","PRJEB1220","ERR209621","Ulcerative colitis"
"654","SAMEA2043049","PRJEB1220","ERR209624","Ulcerative colitis"
"655","SAMEA2055108","PRJEB1690","ERR247145","Healthy"
"656","SAMEA2055266","PRJEB1690","ERR247147","Healthy"
"657","SAMEA2055268","PRJEB1690","ERR247149","Healthy"
"658","SAMEA2055272","PRJEB1690","ERR247153","Healthy"
"659","SAMEA2055274","PRJEB1690","ERR247155","Healthy"
"660","SAMEA2055277","PRJEB1690","ERR247159","Healthy"
"661","SAMEA2055279","PRJEB1690","ERR247161","Healthy"
"662","SAMEA2055281","PRJEB1690","ERR247163","Healthy"
"663","SAMEA2055283","PRJEB1690","ERR247165","Healthy"
"664","SAMEA2055285","PRJEB1690","ERR247167","Healthy"
"665","SAMEA2055287","PRJEB1690","ERR247169","Healthy"
"666","SAMEA2055289","PRJEB1690","ERR247171","Healthy"
"667","SAMEA2055291","PRJEB1690","ERR247173","Healthy"
"668","SAMEA2055293","PRJEB1690","ERR247175","Healthy"
"669","SAMEA2142349","PRJEB4336","ERR321635","Healthy"
"670","SAMEA2142970","PRJEB4336","ERR321601","Obesity"
"671","SAMEA2143074","PRJEB4336","ERR321572","Obesity"
"672","SAMEA2143633","PRJEB4336","ERR321545","Obesity"
"673","SAMEA2143863","PRJEB4336","ERR321611","Obesity"
"674","SAMEA2144223","PRJEB4336","ERR321625","Obesity"
"675","SAMEA2144304","PRJEB4336","ERR321616","Obesity"
"676","SAMEA2144396","PRJEB4336","ERR321578","Obesity"
"677","SAMEA2144555","PRJEB4336","ERR321615","Obesity"
"678","SAMEA2144980","PRJEB4336","ERR321551","Obesity"
"679","SAMEA2145365","PRJEB4336","ERR321606","Healthy"
"680","SAMEA2145815","PRJEB4336","ERR321622","Healthy"
"681","SAMEA2146009","PRJEB4336","ERR321630","Healthy"
"682","SAMEA2146107","PRJEB4336","ERR321556","Healthy"
"683","SAMEA2146477","PRJEB4336","ERR321552","Obesity"
"684","SAMEA2146552","PRJEB4336","ERR321575","Healthy"
"685","SAMEA2146600","PRJEB4336","ERR321569","Obesity"
"686","SAMEA2147036","PRJEB4336","ERR321603","Healthy"
"687","SAMEA2147326","PRJEB4336","ERR321571","Obesity"
"688","SAMEA2148094","PRJEB4336","ERR321633","Overweight"
"689","SAMEA2148412","PRJEB4336","ERR321643","Healthy"
"690","SAMEA2148755","PRJEB4336","ERR321655","Obesity"
"691","SAMEA2149068","PRJEB4336","ERR321642","Obesity"
"692","SAMEA2149228","PRJEB4336","ERR321602","Healthy"
"693","SAMEA2149241","PRJEB4336","ERR321637","Healthy"
"694","SAMEA2149271","PRJEB4336","ERR321493","Healthy"
"695","SAMEA2149636","PRJEB4336","ERR321555","Obesity"
"696","SAMEA2149794","PRJEB4336","ERR321598","Obesity"
"697","SAMEA2149983","PRJEB4336","ERR321653","Overweight"
"698","SAMEA2150168","PRJEB4336","ERR321656","Obesity"
"699","SAMEA2150234","PRJEB4336","ERR321624","Obesity"
"700","SAMEA2150563","PRJEB4336","ERR321524","Obesity"
"701","SAMEA2150726","PRJEB4336","ERR321557","Healthy"
"702","SAMEA2151007","PRJEB4336","ERR321620","Obesity"
"703","SAMEA2151010","PRJEB4336","ERR321638","Obesity"
"704","SAMEA2151383","PRJEB4336","ERR321579","Obesity"
"705","SAMEA2151439","PRJEB4336","ERR321587","Healthy"
"706","SAMEA2151633","PRJEB4336","ERR321570","Obesity"
"707","SAMEA2151703","PRJEB4336","ERR321619","Obesity"
"708","SAMEA2152063","PRJEB4336","ERR321592","Healthy"
"709","SAMEA2152064","PRJEB4336","ERR321640","Obesity"
"710","SAMEA2152373","PRJEB4336","ERR321553","Healthy"
"711","SAMEA2152443","PRJEB4336","ERR321584","Obesity"
"712","SAMEA2152521","PRJEB4336","ERR321607","Healthy"
"713","SAMEA2152531","PRJEB4336","ERR321588","Obesity"
"714","SAMEA2152591","PRJEB4336","ERR321582","Healthy"
"715","SAMEA2152938","PRJEB4336","ERR321547","Obesity"
"716","SAMEA2153005","PRJEB4336","ERR321573","Obesity"
"717","SAMEA2153251","PRJEB4336","ERR321600","Obesity"
"718","SAMEA2153397","PRJEB4336","ERR321554","Obesity"
"719","SAMEA2153852","PRJEB4336","ERR321576","Healthy"
"720","SAMEA2154015","PRJEB4336","ERR321558","Obesity"
"721","SAMEA2154036","PRJEB4336","ERR321618","Healthy"
"722","SAMEA2154150","PRJEB4336","ERR321562","Healthy"
"723","SAMEA2154516","PRJEB4336","ERR321393","Obesity"
"724","SAMEA2154561","PRJEB4336","ERR321614","Overweight"
"725","SAMEA2154620","PRJEB4336","ERR321651","Healthy"
"726","SAMEA2155093","PRJEB4336","ERR321621","Obesity"
"727","SAMEA2155134","PRJEB4336","ERR321632","Healthy"
"728","SAMEA2155255","PRJEB4336","ERR321646","Healthy"
"729","SAMEA2155512","PRJEB4336","ERR321626","Overweight"
"730","SAMEA2155520","PRJEB4336","ERR321608","Obesity"
"731","SAMEA2155758","PRJEB4336","ERR321631","Obesity"
"732","SAMEA2155902","PRJEB4336","ERR321565","Healthy"
"733","SAMEA2156032","PRJEB4336","ERR321574","Obesity"
"734","SAMEA2156486","PRJEB4336","ERR321654","Healthy"
"735","SAMEA2156714","PRJEB4336","ERR321581","Healthy"
"736","SAMEA2156850","PRJEB4336","ERR321636","Healthy"
"737","SAMEA2157850","PRJEB4336","ERR321568","Obesity"
"738","SAMEA2157917","PRJEB4336","ERR321549","Healthy"
"739","SAMEA2157972","PRJEB4336","ERR321645","Healthy"
"740","SAMEA2157977","PRJEB4336","ERR321627","Obesity"
"741","SAMEA2158039","PRJEB4336","ERR321589","Healthy"
"742","SAMEA2158062","PRJEB4336","ERR321649","Obesity"
"743","SAMEA2158190","PRJEB4336","ERR321548","Obesity"
"744","SAMEA2158468","PRJEB4336","ERR321605","Obesity"
"746","SAMEA2158769","PRJEB4336","ERR321580","Obesity"
"747","SAMEA2159032","PRJEB4336","ERR321596","Obesity"
"748","SAMEA2159102","PRJEB4336","ERR321437","Obesity"
"749","SAMEA2159162","PRJEB4336","ERR321609","Obesity"
"750","SAMEA2159202","PRJEB4336","ERR321544","Obesity"
"751","SAMEA2159338","PRJEB4336","ERR321628","Obesity"
"752","SAMEA2159529","PRJEB4336","ERR321559","Obesity"
"753","SAMEA2159881","PRJEB4336","ERR321564","Obesity"
"754","SAMEA2159974","PRJEB4336","ERR321563","Obesity"
"755","SAMEA2160152","PRJEB4336","ERR321634","Obesity"
"756","SAMEA2160490","PRJEB4336","ERR321604","Obesity"
"757","SAMEA2160616","PRJEB4336","ERR321613","Healthy"
"758","SAMEA2160902","PRJEB4336","ERR321595","Obesity"
"759","SAMEA2160998","PRJEB4336","ERR321639","Obesity"
"760","SAMEA2161311","PRJEB4336","ERR321583","Healthy"
"761","SAMEA2161372","PRJEB4336","ERR321561","Obesity"
"762","SAMEA2161597","PRJEB4336","ERR321629","Obesity"
"763","SAMEA2161657","PRJEB4336","ERR321591","Healthy"
"764","SAMEA2161897","PRJEB4336","ERR321566","Obesity"
"765","SAMEA2162036","PRJEB4336","ERR321648","Obesity"
"766","SAMEA2162475","PRJEB4336","ERR321641","Obesity"
"767","SAMEA2162573","PRJEB4336","ERR321599","Healthy"
"768","SAMEA2162640","PRJEB4336","ERR321652","Obesity"
"769","SAMEA2162811","PRJEB4336","ERR321617","Healthy"
"770","SAMEA2162844","PRJEB4336","ERR321623","Healthy"
"771","SAMEA2163432","PRJEB4336","ERR321644","Obesity"
"772","SAMEA2163583","PRJEB4336","ERR321647","Obesity"
"773","SAMEA2466887","PRJEB6070","ERR479091","Healthy"
"775","SAMEA2466890","PRJEB6070","ERR479051","Overweight"
"776","SAMEA2466891","PRJEB6070","ERR479319","Obesity"
"777","SAMEA2466892","PRJEB6070","ERR479339","Healthy"
"778","SAMEA2466893","PRJEB6070","ERR479057","advanced adenoma"
"779","SAMEA2466894","PRJEB6070","ERR479413","Obesity"
"780","SAMEA2466895","PRJEB6070","ERR479182","advanced adenoma"
"781","SAMEA2466896","PRJEB6070","ERR478962","Obesity"
"782","SAMEA2466897","PRJEB6070","ERR479107","Overweight"
"783","SAMEA2466898","PRJEB6070","ERR479393","Healthy"
"784","SAMEA2466899","PRJEB6070","ERR479216","advanced adenoma"
"785","SAMEA2466900","PRJEB6070","ERR479095","Healthy"
"786","SAMEA2466901","PRJEB6070","ERR479167","Healthy"
"787","SAMEA2466902","PRJEB6070","ERR479326","Healthy"
"788","SAMEA2466903","PRJEB6070","ERR479064","Healthy"
"789","SAMEA2466904","PRJEB6070","ERR479055","CRC"
"790","SAMEA2466905","PRJEB6070","ERR479161","advanced adenoma"
"791","SAMEA2466906","PRJEB6070","ERR479241","advanced adenoma"
"792","SAMEA2466907","PRJEB6070","ERR479099","Overweight"
"793","SAMEA2466908","PRJEB6070","ERR479193","CRC"
"794","SAMEA2466909","PRJEB6070","ERR479275","Healthy"
"795","SAMEA2466910","PRJEB6070","ERR479070","advanced adenoma"
"796","SAMEA2466911","PRJEB6070","ERR478974","Healthy"
"797","SAMEA2466912","PRJEB6070","ERR479005","Healthy"
"798","SAMEA2466913","PRJEB6070","ERR479270","Healthy"
"799","SAMEA2466914","PRJEB6070","ERR479362","advanced adenoma"
"800","SAMEA2466915","PRJEB6070","ERR478984","CRC"
"801","SAMEA2466916","PRJEB6070","ERR479140","CRC"
"802","SAMEA2466917","PRJEB6070","ERR479353","CRC"
"803","SAMEA2466918","PRJEB6070","ERR479304","advanced adenoma"
"804","SAMEA2466919","PRJEB6070","ERR478999","advanced adenoma"
"805","SAMEA2466920","PRJEB6070","ERR479202","advanced adenoma"
"806","SAMEA2466921","PRJEB6070","ERR479387","advanced adenoma"
"807","SAMEA2466922","PRJEB6070","ERR479357","CRC"
"808","SAMEA2466923","PRJEB6070","ERR479395","advanced adenoma"
"809","SAMEA2466924","PRJEB6070","ERR479346","advanced adenoma"
"810","SAMEA2466925","PRJEB6070","ERR479384","advanced adenoma"
"811","SAMEA2466926","PRJEB6070","ERR479243","CRC"
"812","SAMEA2466927","PRJEB6070","ERR479389","CRC"
"813","SAMEA2466928","PRJEB6070","ERR479284","CRC"
"814","SAMEA2466929","PRJEB6070","ERR479087","advanced adenoma"
"815","SAMEA2466930","PRJEB6070","ERR479225","CRC"
"816","SAMEA2466931","PRJEB6070","ERR479144","CRC"
"817","SAMEA2466932","PRJEB6070","ERR479331","CRC"
"818","SAMEA2466933","PRJEB6070","ERR479102","Healthy"
"819","SAMEA2466934","PRJEB6070","ERR479355","CRC"
"820","SAMEA2466935","PRJEB6070","ERR479330","advanced adenoma"
"821","SAMEA2466936","PRJEB6070","ERR479368","CRC"
"822","SAMEA2466937","PRJEB6070","ERR479350","CRC"
"823","SAMEA2466938","PRJEB6070","ERR479251","CRC"
"824","SAMEA2466939","PRJEB6070","ERR479097","advanced adenoma"
"825","SAMEA2466940","PRJEB6070","ERR479021","Overweight"
"826","SAMEA2466941","PRJEB6070","ERR479037","CRC"
"827","SAMEA2466942","PRJEB6070","ERR479065","CRC"
"828","SAMEA2466943","PRJEB6070","ERR479090","advanced adenoma"
"829","SAMEA2466944","PRJEB6070","ERR479117","CRC"
"830","SAMEA2466945","PRJEB6070","ERR479383","advanced adenoma"
"831","SAMEA2466946","PRJEB6070","ERR479303","CRC"
"832","SAMEA2466947","PRJEB6070","ERR479149","CRC"
"833","SAMEA2466948","PRJEB6070","ERR479415","CRC"
"834","SAMEA2466949","PRJEB6070","ERR479217","advanced adenoma"
"835","SAMEA2466950","PRJEB6070","ERR479207","advanced adenoma"
"836","SAMEA2466951","PRJEB6070","ERR479345","advanced adenoma"
"837","SAMEA2466952","PRJEB6070","ERR479136","advanced adenoma"
"838","SAMEA2466953","PRJEB6070","ERR479122","advanced adenoma"
"839","SAMEA2466954","PRJEB6070","ERR479200","CRC"
"840","SAMEA2466956","PRJEB6070","ERR479361","CRC"
"841","SAMEA2466957","PRJEB6070","ERR479077","CRC"
"842","SAMEA2466958","PRJEB6070","ERR479187","advanced adenoma"
"843","SAMEA2466959","PRJEB6070","ERR479105","advanced adenoma"
"844","SAMEA2466960","PRJEB6070","ERR479328","advanced adenoma"
"845","SAMEA2466961","PRJEB6070","ERR479043","Overweight"
"846","SAMEA2466962","PRJEB6070","ERR479012","advanced adenoma"
"847","SAMEA2466963","PRJEB6070","ERR479223","CRC"
"848","SAMEA2466964","PRJEB6070","ERR479418","CRC"
"849","SAMEA2466965","PRJEB6070","ERR478965","Healthy"
"850","SAMEA2466966","PRJEB6070","ERR479162","advanced adenoma"
"851","SAMEA2466967","PRJEB6070","ERR479006","advanced adenoma"
"852","SAMEA2466968","PRJEB6070","ERR479248","CRC"
"853","SAMEA2466969","PRJEB6070","ERR479409","advanced adenoma"
"854","SAMEA2466970","PRJEB6070","ERR479338","CRC"
"855","SAMEA2466971","PRJEB6070","ERR479104","advanced adenoma"
"856","SAMEA2466972","PRJEB6070","ERR479111","CRC"
"857","SAMEA2466973","PRJEB6070","ERR479029","CRC"
"858","SAMEA2466974","PRJEB6070","ERR479154","advanced adenoma"
"859","SAMEA2466975","PRJEB6070","ERR479227","advanced adenoma"
"860","SAMEA2466976","PRJEB6070","ERR479177","CRC"
"861","SAMEA2466977","PRJEB6070","ERR479301","advanced adenoma"
"862","SAMEA2466978","PRJEB6070","ERR479392","Obesity"
"863","SAMEA2466979","PRJEB6070","ERR479171","Healthy"
"864","SAMEA2466980","PRJEB6070","ERR479401","Healthy"
"865","SAMEA2466981","PRJEB6070","ERR479323","Overweight"
"866","SAMEA2466982","PRJEB6070","ERR479267","Healthy"
"867","SAMEA2466983","PRJEB6070","ERR479352","CRC"
"868","SAMEA2466984","PRJEB6070","ERR479138","CRC"
"870","SAMEA2466986","PRJEB6070","ERR479235","CRC"
"871","SAMEA2466987","PRJEB6070","ERR479084","CRC"
"872","SAMEA2466988","PRJEB6070","ERR479318","CRC"
"873","SAMEA2466989","PRJEB6070","ERR479166","CRC"
"875","SAMEA2466991","PRJEB6070","ERR479255","CRC"
"876","SAMEA2466992","PRJEB6070","ERR479308","CRC"
"877","SAMEA2466993","PRJEB6070","ERR479011","CRC"
"878","SAMEA2466994","PRJEB6070","ERR479238","advanced adenoma"
