"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"2684468","Streptomyces sp. QHH-9511",6,50225,1.70581182472487e-10,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"2704468","Streptacidiphilus sp. P02-A3a",6,172605,2.46792782041423e-07,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptacidiphilus"
"656366","Arthrobacter alpinus",6,82241,6.95078010560014e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"1275","Kocuria rosea",6,127932,5.66423560354513e-07,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria"
"361575","Pseudarthrobacter phenanthrenivorans",6,63889,1.21601216685696e-06,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"1921421","Geobacillus genomosp. 3",6,67405,2.3445887842959e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus"
"2488819","Corynebacterium endometrii",6,66327,2.19252198840513e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"1230998","Corynebacterium frankenforstense",6,65824,3.84722071285038e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"642780","Marmoricola scoriae",6,75869,1.55721495564064e-07,"Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"68246","Streptomyces olivoreticuli",6,64523,1.48541362969818e-08,"Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"1877","Micromonospora echinospora",6,56451,6.48772356427168e-09,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"649831","Actinoplanes sp. N902-109",6,42491,2.72502310432737e-09,"Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"2742131","Amycolatopsis sp. Hca4",6,102236,1.1989779627825e-07,"Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"2020486","Arthrobacter sp. YN",6,68253,2.96934852133585e-10,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"712116","Actinomyces sp. oral taxon 169",6,66174,1.31254809732283e-07,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"2758573","Flaviflexus sp. dk850",6,47354,6.45082510016754e-10,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Flaviflexus"
"298653","Frankia sp. EAN1pec",6,116439,6.82951558678266e-06,"Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Frankia"
"1805478","Olsenella timonensis",6,25982,1.44266619749989e-06,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"2003188","Parolsenella catena",6,8579,3.74874195925225e-07,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parolsenella"
"2653851","Rubrobacter sp. SCSIO 52909",6,150769,1.34486275964823e-08,"Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
"1608957","Euzebya sp. DY32-46",6,124945,1.07294906489205e-08,"Bacteria","Actinobacteria","Nitriliruptoria","Euzebyales","Euzebyaceae","Euzebya"
"2148","Acholeplasma laidlawii",6,77623,8.15440377791315e-06,"Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma"
"1973486","Calothrix parasitica",6,47744,9.1895377251248e-05,"Bacteria","Cyanobacteria","","Nostocales","Calotrichaceae","Calothrix"
"1126","Microcystis aeruginosa",6,97393,1.2224990233355e-07,"Bacteria","Cyanobacteria","","Chroococcales","Microcystaceae","Microcystis"
"1155739","Moorea producens",6,160442,1.2128939494774e-05,"Bacteria","Cyanobacteria","","Oscillatoriales","Oscillatoriaceae","Moorea"
"913107","Pelolinea submarina",6,72770,1.98746465731106e-07,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Pelolinea"
"562","Escherichia coli",6,13788,3.33641796786086e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia"
"208962","Escherichia albertii",6,12160,4.09752165395414e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia"
"550","Enterobacter cloacae",6,10914,1.45400695586234e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"1914861","Enterobacter sp. SA187",6,116057,3.23093249037061e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"2545798","Cedecea sp. FDAARGOS_727",6,67466,3.98667737604358e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea"
"401619","Candidatus Riesia pediculicola",6,80658,1.13639286318209e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Riesia"
"2126321","Nissabacter sp. SGAir0207",6,78812,8.6211237100458e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Nissabacter"
"300","Pseudomonas mendocina",6,72093,3.19482803524963e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"487184","Pseudomonas xinjiangensis",6,92177,2.59726939434786e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1789224","Acinetobacter larvae",6,79120,7.48240244613981e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"300231","Glaciecola nitratireducens",6,129651,1.64887381014801e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola"
"732","Aggregatibacter aphrophilus",6,82100,2.85959769640874e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter"
"314722","Pseudoxanthomonas suwonensis",6,134572,2.56540067955322e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"81475","Frateuria aurantia",6,33735,4.28036849142003e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Frateuria"
"2498451","Rheinheimera sp. LHK132",6,57317,3.62590018938231e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera"
"437505","Granulosicoccus antarcticus",6,96018,2.15464219369524e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Granulosicoccus"
"1076588","Thiolapillus brandeum",6,92718,4.70240139167679e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Thiolapillus"
"2666132","Desulfovibrio sp. 86",6,20316,1.73543778703947e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"879","Desulfovibrio gigas",6,44085,4.19905455216094e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"132132","Desulfomicrobium orale",6,84884,5.9689161976509e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium"
"45663","Desulfohalobium retbaense",6,96361,6.52878867715102e-07,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfohalobiaceae","Desulfohalobium"
"947919","Desulfosarcina widdelii",6,200486,2.83521360189247e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfosarcina"
"894","Desulfobulbus propionicus",6,102375,1.77206509851085e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus"
"34","Myxococcus xanthus",6,218621,2.7770035595707e-07,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus"
"80816","Haliangium ochraceum",6,74563,5.25174854169277e-08,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Kofleriaceae","Haliangium"
"351604","Geobacter uraniireducens",6,152046,1.30771214301344e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter"
"1548548","Bradymonas sediminis",6,102008,1.85918112795272e-08,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","Bradymonadaceae","Bradymonas"
"399","Neorhizobium galegae",6,57564,2.56725645656824e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Neorhizobium"
"375549","Ensifer mexicanus",6,31066,1.38596554756468e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
"1076","Rhodopseudomonas palustris",6,142978,8.32820807558667e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas"
"2020412","Bosea sp. ANAM02",6,65736,1.10688542341415e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea"
"1756988","Nitratireductor sp. OM-1",6,180844,2.10278551294622e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Nitratireductor"
"1945662","Paracoccus contaminans",6,54630,1.06040207442486e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"1968541","Sulfitobacter sp. D7",6,43490,1.4825465028782e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
"388408","Labrenzia alexandrii",6,45447,7.18670322163529e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Labrenzia"
"13690","Sphingobium yanoikuyae",6,111689,4.46781160344874e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"69395","Caulobacter henricii",6,51159,1.06736827979086e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"95485","Burkholderia stabilis",6,76685,6.46250151270313e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"573737","Pandoraea oxalativorans",6,59665,2.03980203013062e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea"
"93219","Pandoraea norimbergensis",6,96118,1.85551395251611e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea"
"553814","Acidovorax carolinensis",6,64793,8.09559342154149e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"215580","Schlegelella thermodepolymerans",6,100264,4.41832575203039e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Schlegelella"
"85698","Achromobacter xylosoxidans",6,192718,3.42930477333152e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"123899","Bordetella trematum",6,61180,4.88106803269799e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella"
"392593","Inhella inkyongensis",6,83236,8.2674453524541e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Inhella"
"607712","Neisseria shayeganii",6,165550,0.000214665092678529,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"1108595","Chromobacterium vaccinii",6,102337,4.60587511838636e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chromobacterium"
"2005884","Thauera sp. K11",6,38650,4.2511919418274e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Thauera"
"851","Fusobacterium nucleatum",6,30103,6.52098939967883e-08,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"2736","Verrucomicrobium spinosum",6,101870,6.58205493725599e-07,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium"
"2421","Thermosipho africanus",6,65158,1.40038633562038e-06,"Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho"
"2047767","Thermosulfurimonas marina",6,112017,1.22934133835583e-06,"Bacteria","Thermodesulfobacteria","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Thermosulfurimonas"
"817","Bacteroides fragilis",5,33458,0.166628349966905,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2528203","Bacteroides sp. A1C1",5,5255,0.0701318979326181,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"2715212","Bacteroides sp. CBA7301",5,6334,0.368827101419046,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"357276","Phocaeicola dorei",5,21745,0.158697939920591,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"376805","Phocaeicola salanitronis",5,15070,0.0184497362857641,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"821","Phocaeicola vulgatus",5,21531,0.00299586725040919,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"2364787","Alistipes megaguti",5,33944,0.000785823585570401,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"28131","Prevotella intermedia",5,7180,6.96279012516802e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"28129","Prevotella denticola",5,5,0.000130117001418201,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"1177574","Prevotella jejuni",5,8746,8.66563822994887e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"76123","Prevotella enoeca",5,13596,0.000122816474464707,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"2133944","Alloprevotella sp. E39",5,14197,3.7558455882406e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"1168034","Draconibacterium orientale",5,24690,0.000269780515814626,"Bacteria","Bacteroidetes","Bacteroidia","Marinilabiliales","Prolixibacteraceae","Draconibacterium"
"2706887","Draconibacterium sp. M1",5,33657,3.52056843203466e-05,"Bacteria","Bacteroidetes","Bacteroidia","Marinilabiliales","Prolixibacteraceae","Draconibacterium"
"185300","Paludibacter propionicigenes",5,20919,5.83426746909475e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter"
"1492737","Flavobacterium gilvum",5,36600,0.00603848220381281,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"2175091","Flavobacterium album",5,27384,1.54948412820434e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"45243","Capnocytophaga haemolytica",5,36587,2.69113547140136e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga"
"2496865","Maribacter sp. MJ134",5,24422,4.04091296660694e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter"
"754423","Tenacibaculum sp. SZ-18",5,44458,1.01796853322261e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"2058134","Nonlabens sp. MB-3u-79",5,66761,2.08086059857653e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens"
"1382466","Winogradskyella sediminis",5,17136,1.8870181013176e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella"
"459526","Flavobacterium anhuiense",5,33992,1.04770404630965e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"2686366","Algibacter sp. L3A6",5,84894,9.07867093966691e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Algibacter"
"326320","Dokdonia donghaensis",5,51333,9.31825339712322e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia"
"1803846","Flavivirga eckloniae",5,67453,0.000170262073548772,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavivirga"
"1306519","Flavobacterium commune",5,32719,0.000368862095473825,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"57029","Psychroflexus torquis",5,43452,0.000367984293176553,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Psychroflexus"
"398743","Zunongwangia profunda",5,44867,0.00314998066975181,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zunongwangia"
"516051","Muricauda lutaonensis",5,17205,2.10274412512555e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muricauda"
"63186","Zobellia galactanivorans",5,29084,0.000537699020988198,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zobellia"
"2487064","Chryseobacterium sp. G0186",5,28909,9.75077637902984e-06,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"2478663","Chryseobacterium sp. 3008163",5,72756,0.000957360735312304,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"253","Chryseobacterium indologenes",5,30415,0.000144209027091513,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"2500547","Apibacter raozihei",5,27551,1.31646000146046e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Apibacter"
"1484118","Hymenobacter sp. PAMC 26628",5,50978,9.90506485025828e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"2584940","Hymenobacter sp. DG01",5,100844,0.0107524572791779,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"2697562","Hymenobacter sp. BT182",5,60006,1.57168181079559e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"1379909","Rufibacter sp. DG15C",5,95616,3.2464954170693e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Rufibacter"
